User_ID,Signup_Date,Age,Gender,State,Acquisition_Channel,Device_Type,App_Version,Current_Onboarding_Step,Completed_Onboarding,Days_to_Complete,First_Deposit,First_Transaction,Transaction_Amount,Support_Ticket,Ticket_Category,CSAT
PF08410,2025-06-08,18,Male,Rivers,Instagram,Android,4.3.0,Verify Email,No,6,No,No,0,Yes,KYC,2
PF08411,2025-02-12,24,Female,Kano,Google,Android,4.1.0,Active,Yes,4,Yes,Yes,124562,Yes,Transfer,3
PF08412,2025-03-13,39,Male,Rivers,Facebook,Android,4.1.0,Link Bank,No,1,No,No,0,No,None,1
PF08413,2025-06-30,52,Male,Ogun,TikTok,Android,4.3.0,Active,Yes,7,No,No,0,No,None,4
PF08414,2025-06-07,24,Female,Ogun,Instagram,iPhone,4.2.1,Active,Yes,6,No,No,0,No,None,5
PF08415,2025-02-05,40,Female,Enugu,Instagram,iPhone,4.2.1,Active,Yes,6,Yes,No,0,No,None,4
PF08416,2025-03-27,39,Male,Abuja,Google,Android,4.3.0,Add BVN,No,8,No,No,0,Yes,Transfer,4
PF08417,2025-01-17,54,Female,Kano,Instagram,iPhone,4.1.0,Active,Yes,2,Yes,Yes,143058,No,None,3
PF08418,2025-06-13,30,Female,Oyo,TikTok,iPhone,4.2.1,Verify Phone,No,6,No,No,0,No,None,4
PF08419,2025-02-25,49,Male,Rivers,Google,Android,4.2.0,Active,Yes,1,Yes,Yes,120843,No,None,5
PF08420,2025-03-12,48,Female,Enugu,Instagram,iPhone,4.2.1,Active,Yes,1,Yes,Yes,111471,No,None,5
PF08421,2025-02-18,42,Male,Rivers,Instagram,iPhone,4.2.0,Active,Yes,1,Yes,Yes,139623,No,None,5
PF08422,2025-04-28,47,Male,Abuja,Instagram,Android,4.1.0,Active,Yes,3,Yes,Yes,82021,Yes,Transfer,5
PF08423,2025-03-04,54,Male,Kaduna,TikTok,Android,4.3.0,Active,Yes,2,Yes,Yes,123889,No,None,4
PF08424,2025-06-06,45,Female,Abuja,TikTok,Android,4.1.0,Active,Yes,4,Yes,Yes,89362,No,None,3
PF08425,2025-02-12,51,Female,Abuja,Facebook,iPhone,4.2.1,Link Bank,No,3,No,No,0,No,None,3
PF08426,2025-04-08,41,Female,Abuja,TikTok,Android,4.3.0,Link Bank,No,8,No,No,0,No,None,1
PF08427,2025-01-21,31,Male,Kano,Referral,Android,4.3.0,Active,Yes,3,Yes,Yes,49688,Yes,Login,5
PF08428,2025-01-19,30,Female,Enugu,Google,Android,4.2.0,Active,Yes,3,Yes,Yes,128661,Yes,Transfer,3
PF08429,2025-03-23,48,Female,Rivers,Google,iPhone,4.2.0,Active,Yes,6,Yes,Yes,8416,No,None,3
PF08430,2025-05-20,23,Male,Abuja,Organic,iPhone,4.2.0,Complete KYC,No,2,No,No,0,No,None,3
PF08431,2025-03-26,25,Male,Oyo,TikTok,Android,4.1.0,First Deposit,No,7,No,No,0,No,None,2
PF08432,2025-01-31,44,Female,Abuja,TikTok,Android,4.2.0,Active,Yes,7,Yes,Yes,2034,No,None,3
PF08433,2025-02-27,51,Female,Kaduna,Instagram,Android,4.3.0,Active,Yes,5,Yes,No,0,No,None,5
PF08434,2025-06-27,36,Male,Lagos,Google,iPhone,4.2.1,Active,Yes,3,Yes,No,0,No,None,3
PF08435,2025-06-09,20,Male,Abuja,Facebook,Android,4.3.0,Active,Yes,1,Yes,Yes,75136,No,None,4
PF08436,2025-06-19,20,Female,Kano,Google,iPhone,4.1.0,Verify Phone,No,7,No,No,0,No,None,1
PF08437,2025-01-13,36,Female,Enugu,Organic,Android,4.2.0,Active,Yes,4,Yes,Yes,58230,Yes,Login,5
PF08438,2025-02-16,33,Male,Kano,Instagram,Android,4.1.0,Complete KYC,No,7,No,No,0,Yes,Transfer,1
PF08439,2025-06-25,35,Female,Ogun,Google,Android,4.1.0,Active,Yes,1,Yes,Yes,95712,Yes,KYC,4
PF08440,2025-02-04,43,Male,Rivers,Instagram,Android,4.2.0,Active,Yes,5,Yes,No,0,No,None,4
PF08441,2025-01-03,20,Female,Ogun,TikTok,iPhone,4.1.0,Active,Yes,1,Yes,Yes,139678,No,None,4
PF08442,2025-03-02,46,Female,Enugu,Google,Android,4.3.0,Verify Email,No,6,No,No,0,Yes,BVN,1
PF08443,2025-05-14,21,Male,Kaduna,Instagram,iPhone,4.2.1,First Deposit,No,5,No,No,0,No,None,2
PF08444,2025-04-29,24,Female,Oyo,Instagram,Android,4.1.0,Complete KYC,No,7,No,No,0,No,None,1
PF08445,2025-02-09,50,Female,Lagos,Instagram,Android,4.3.0,Complete KYC,No,2,No,No,0,No,None,4
PF08446,2025-04-02,42,Female,Ogun,TikTok,Android,4.1.0,Active,Yes,2,Yes,Yes,140978,No,None,3
PF08447,2025-06-28,29,Male,Kano,TikTok,iPhone,4.2.1,Verify Phone,No,9,No,No,0,No,None,1
PF08448,2025-06-01,47,Female,Kano,Instagram,iPhone,4.2.1,Active,Yes,3,Yes,Yes,62743,No,None,5
PF08449,2025-05-14,26,Female,Kaduna,Referral,Android,4.3.0,Active,Yes,6,Yes,Yes,60454,No,None,5
PF08450,2025-03-10,20,Female,Oyo,Google,iPhone,4.2.1,Active,Yes,7,Yes,Yes,103579,No,None,5
PF08451,2025-05-10,19,Female,Kano,Organic,Android,4.3.0,Complete KYC,No,2,No,No,0,No,None,4
PF08452,2025-05-29,49,Female,Ogun,Google,iPhone,4.1.0,Active,Yes,5,Yes,No,0,Yes,Login,4
PF08453,2025-06-12,38,Female,Lagos,Organic,Android,4.1.0,Add BVN,No,2,No,No,0,No,None,2
PF08454,2025-05-01,19,Male,Rivers,Google,Android,4.2.0,Active,Yes,3,Yes,Yes,21515,No,None,3
PF08455,2025-04-12,49,Female,Abuja,TikTok,Android,4.1.0,Active,Yes,4,Yes,Yes,94886,No,None,3
PF08456,2025-04-17,21,Female,Kaduna,Facebook,Android,4.1.0,Link Bank,No,2,No,No,0,Yes,Card,3
PF08457,2025-03-08,42,Female,Kano,Referral,Android,4.1.0,Active,Yes,4,No,No,0,No,None,3
PF08458,2025-06-18,37,Female,Lagos,Instagram,Android,4.2.0,Active,Yes,4,Yes,No,0,No,None,3
PF08459,2025-02-09,26,Male,Ogun,Referral,Android,4.2.0,Link Bank,No,3,No,No,0,Yes,BVN,3
PF08460,2025-05-07,20,Male,Enugu,Organic,Android,4.3.0,Add BVN,No,5,No,No,0,No,None,4
PF08461,2025-02-23,51,Female,Kano,Organic,Android,4.3.0,Active,Yes,4,Yes,No,0,No,None,3
PF08462,2025-03-06,52,Male,Enugu,Google,Android,4.1.0,Active,Yes,2,Yes,Yes,46391,Yes,Login,4
PF08463,2025-02-24,21,Female,Kano,Referral,Android,4.2.0,Active,Yes,4,Yes,Yes,12128,No,None,5
PF08464,2025-01-20,46,Male,Oyo,Organic,Android,4.1.0,Link Bank,No,9,No,No,0,No,None,2
PF08465,2025-02-27,29,Female,Rivers,Facebook,iPhone,4.2.1,Verify Phone,No,3,No,No,0,No,None,2
PF08466,2025-06-20,55,Male,Rivers,Instagram,Android,4.1.0,Active,Yes,2,Yes,Yes,76451,No,None,4
PF08467,2025-05-18,45,Male,Rivers,Referral,Android,4.3.0,Verify Phone,No,4,No,No,0,No,None,3
PF08468,2025-05-10,53,Male,Kaduna,TikTok,Android,4.2.0,Active,Yes,7,Yes,Yes,39681,No,None,5
PF08469,2025-02-25,52,Male,Enugu,Organic,Android,4.1.0,Active,Yes,5,Yes,No,0,Yes,KYC,4
PF08470,2025-01-10,41,Female,Rivers,Facebook,iPhone,4.2.1,Active,Yes,4,Yes,Yes,66610,No,None,5
PF08471,2025-02-12,40,Female,Lagos,Google,Android,4.1.0,Active,Yes,2,Yes,No,0,No,None,3
PF08472,2025-06-25,24,Female,Ogun,Referral,Android,4.1.0,Active,Yes,7,Yes,Yes,148719,Yes,KYC,5
PF08473,2025-02-13,28,Female,Abuja,Google,Android,4.1.0,Active,Yes,2,Yes,Yes,45465,No,None,3
PF08474,2025-04-09,20,Male,Kano,Organic,Android,4.3.0,Active,Yes,3,Yes,Yes,15734,Yes,Card,5
PF08475,2025-03-23,20,Male,Lagos,Instagram,iPhone,4.2.1,Add BVN,No,8,No,No,0,No,None,1
PF08476,2025-04-21,27,Female,Rivers,Referral,Android,4.3.0,Active,Yes,3,Yes,Yes,14076,Yes,Transfer,3
PF08477,2025-03-05,27,Female,Abuja,Google,Android,4.2.0,Active,Yes,4,No,No,0,No,None,4
PF08478,2025-03-31,54,Female,Ogun,Google,Android,4.3.0,Active,Yes,2,Yes,Yes,51107,Yes,BVN,4
PF08479,2025-03-04,22,Male,Enugu,Organic,Android,4.3.0,Verify Phone,No,8,No,No,0,No,None,4
PF08480,2025-02-18,25,Male,Enugu,Google,iPhone,4.2.0,First Deposit,No,5,No,No,0,No,None,3
PF08481,2025-03-10,40,Male,Oyo,Google,Android,4.2.0,Add BVN,No,9,No,No,0,Yes,Card,4
PF08482,2025-01-31,27,Female,Abuja,Google,iPhone,4.2.0,Active,Yes,3,Yes,Yes,12638,No,None,3
PF08483,2025-01-03,25,Male,Rivers,TikTok,iPhone,4.3.0,First Deposit,No,4,No,No,0,Yes,KYC,4
PF08484,2025-01-21,36,Male,Kaduna,Facebook,iPhone,4.2.1,Active,Yes,4,Yes,Yes,68081,No,None,4
PF08485,2025-04-05,29,Female,Kaduna,Organic,Android,4.2.0,Active,Yes,7,Yes,No,0,Yes,Card,3
PF08486,2025-01-23,30,Male,Kaduna,Google,Android,4.2.0,Active,Yes,5,Yes,No,0,No,None,5
PF08487,2025-05-23,48,Female,Ogun,Facebook,Android,4.3.0,Active,Yes,6,Yes,Yes,64622,Yes,KYC,5
PF08488,2025-05-28,52,Female,Abuja,TikTok,iPhone,4.2.1,Link Bank,No,4,No,No,0,No,None,3
PF08489,2025-01-23,22,Male,Kano,Google,Android,4.3.0,Active,Yes,5,Yes,Yes,38025,No,None,3
PF08490,2025-04-15,40,Female,Enugu,Google,Android,4.2.0,Active,Yes,5,Yes,Yes,48547,No,None,3
PF08491,2025-01-29,50,Male,Kaduna,Organic,Android,4.3.0,Verify Email,No,3,No,No,0,No,None,1
PF08492,2025-03-14,41,Male,Rivers,Instagram,Android,4.2.0,Active,Yes,3,Yes,Yes,16864,No,None,4
PF08493,2025-01-29,26,Female,Lagos,TikTok,Android,4.2.0,Active,Yes,1,Yes,Yes,103300,No,None,3
PF08494,2025-03-05,28,Female,Oyo,Instagram,Android,4.2.0,Verify Email,No,7,No,No,0,No,None,1
PF08495,2025-02-18,55,Female,Abuja,Instagram,Android,4.3.0,Active,Yes,4,Yes,Yes,34901,No,None,5
PF08496,2025-03-28,24,Female,Kano,Facebook,iPhone,4.2.0,Active,Yes,1,Yes,No,0,No,None,5
PF08497,2025-05-20,23,Male,Lagos,Instagram,Android,4.3.0,Active,Yes,5,No,No,0,No,None,5
PF08498,2025-05-25,21,Male,Enugu,Facebook,iPhone,4.2.1,Active,Yes,6,Yes,Yes,24596,No,None,3
PF08499,2025-02-28,39,Male,Enugu,TikTok,Android,4.3.0,Active,Yes,5,No,No,0,No,None,4
PF08500,2025-03-10,18,Male,Rivers,TikTok,iPhone,4.1.0,Active,Yes,3,No,No,0,Yes,Login,4
PF08501,2025-04-19,51,Female,Ogun,Referral,Android,4.1.0,Verify Email,No,8,No,No,0,No,None,1
PF08502,2025-02-15,47,Male,Kaduna,Instagram,Android,4.3.0,Active,Yes,4,Yes,Yes,89979,No,None,3
PF08503,2025-03-20,26,Male,Kaduna,Instagram,Android,4.2.0,Active,Yes,5,Yes,Yes,20152,No,None,4
PF08504,2025-05-03,46,Male,Lagos,TikTok,iPhone,4.2.0,Active,Yes,3,Yes,Yes,97134,No,None,5
PF08505,2025-01-21,51,Female,Oyo,Google,Android,4.1.0,Active,Yes,3,No,No,0,No,None,3
PF08506,2025-01-02,48,Female,Enugu,Instagram,Android,4.1.0,Active,Yes,5,Yes,Yes,38560,Yes,KYC,3
PF08507,2025-04-20,21,Female,Ogun,Referral,Android,4.3.0,Active,Yes,1,Yes,Yes,35991,No,None,3
PF08508,2025-03-09,31,Male,Rivers,TikTok,Android,4.2.0,Active,Yes,3,Yes,Yes,147487,Yes,KYC,5
PF08509,2025-04-16,48,Female,Ogun,Referral,Android,4.2.0,Active,Yes,7,Yes,Yes,100672,Yes,Transfer,4
PF08510,2025-03-31,41,Female,Rivers,Instagram,Android,4.2.0,Active,Yes,4,Yes,Yes,32577,No,None,3
PF08511,2025-03-22,19,Female,Oyo,Organic,Android,4.1.0,Active,Yes,2,Yes,Yes,76331,No,None,3
PF08512,2025-05-03,54,Female,Ogun,Google,Android,4.1.0,Active,Yes,2,Yes,Yes,6410,No,None,4
PF08513,2025-06-14,54,Male,Enugu,Organic,iPhone,4.1.0,Active,Yes,6,Yes,Yes,142833,No,None,3
PF08514,2025-05-26,23,Female,Oyo,Instagram,Android,4.2.0,Active,Yes,3,Yes,Yes,13325,No,None,4
PF08515,2025-03-09,19,Male,Ogun,Referral,Android,4.3.0,Active,Yes,5,Yes,Yes,7693,No,None,4
PF08516,2025-03-12,53,Male,Abuja,Facebook,iPhone,4.2.1,Add BVN,No,6,No,No,0,No,None,2
PF08517,2025-04-06,30,Female,Enugu,TikTok,Android,4.3.0,First Deposit,No,6,No,No,0,No,None,2
PF08518,2025-02-17,22,Female,Enugu,Instagram,iPhone,4.3.0,Link Bank,No,2,No,No,0,No,None,4
PF08519,2025-02-03,38,Male,Abuja,Facebook,Android,4.1.0,Active,Yes,6,Yes,Yes,87179,No,None,5
PF08520,2025-04-16,42,Male,Lagos,Google,iPhone,4.2.1,Verify Email,No,10,No,No,0,No,None,2
PF08521,2025-01-03,45,Male,Abuja,Organic,Android,4.3.0,Active,Yes,4,Yes,Yes,83413,No,None,4
PF08522,2025-05-03,39,Female,Lagos,Google,Android,4.3.0,Active,Yes,3,Yes,Yes,143155,No,None,3
PF08523,2025-02-11,30,Female,Kaduna,Organic,Android,4.1.0,Active,Yes,3,Yes,Yes,113648,No,None,5
PF08524,2025-01-16,48,Male,Abuja,TikTok,Android,4.2.0,Active,Yes,7,Yes,No,0,No,None,4
PF08525,2025-04-22,19,Female,Kano,Google,Android,4.1.0,Link Bank,No,5,No,No,0,No,None,2
PF08526,2025-06-25,19,Male,Oyo,Facebook,iPhone,4.1.0,Active,Yes,3,Yes,No,0,No,None,3
PF08527,2025-01-19,53,Male,Rivers,Facebook,Android,4.3.0,Active,Yes,3,Yes,Yes,59772,No,None,5
PF08528,2025-05-15,21,Female,Abuja,Referral,iPhone,4.2.1,Active,Yes,1,Yes,No,0,No,None,3
PF08529,2025-02-18,43,Male,Enugu,Google,iPhone,4.2.1,Add BVN,No,3,No,No,0,No,None,4
PF08530,2025-05-24,33,Male,Kaduna,Organic,Android,4.2.0,Verify Phone,No,7,No,No,0,No,None,1
PF08531,2025-04-26,32,Male,Ogun,Organic,Android,4.1.0,Active,Yes,7,Yes,No,0,No,None,3
PF08532,2025-02-13,45,Female,Enugu,TikTok,Android,4.1.0,Active,Yes,1,Yes,Yes,32131,No,None,5
PF08533,2025-02-03,51,Female,Lagos,Organic,iPhone,4.2.0,Active,Yes,2,No,No,0,No,None,5
PF08534,2025-03-31,29,Male,Lagos,Referral,Android,4.2.0,Link Bank,No,10,No,No,0,No,None,1
PF08535,2025-03-26,50,Male,Ogun,Instagram,Android,4.3.0,Link Bank,No,2,No,No,0,No,None,3
PF08536,2025-05-15,53,Male,Kaduna,Google,Android,4.2.0,Active,Yes,4,Yes,Yes,40264,Yes,Card,3
PF08537,2025-01-27,55,Male,Kaduna,Facebook,iPhone,4.1.0,Active,Yes,5,Yes,Yes,30853,No,None,3
PF08538,2025-06-01,24,Female,Lagos,Organic,Android,4.1.0,Active,Yes,5,Yes,Yes,64099,No,None,5
PF08539,2025-03-25,31,Male,Rivers,Organic,Android,4.3.0,Active,Yes,3,Yes,Yes,55857,No,None,4
PF08540,2025-05-04,45,Female,Abuja,Referral,Android,4.1.0,Link Bank,No,10,No,No,0,No,None,3
PF08541,2025-06-13,51,Male,Abuja,Referral,Android,4.2.0,Active,Yes,5,Yes,Yes,104785,No,None,5
PF08542,2025-06-07,47,Male,Ogun,Google,Android,4.1.0,Add BVN,No,9,No,No,0,Yes,KYC,4
PF08543,2025-03-27,55,Male,Oyo,TikTok,Android,4.2.0,Link Bank,No,9,No,No,0,No,None,2
PF08544,2025-01-24,29,Female,Ogun,Referral,Android,4.3.0,First Deposit,No,3,No,No,0,No,None,4
PF08545,2025-05-15,52,Male,Kaduna,Google,iPhone,4.2.1,Verify Phone,No,3,No,No,0,No,None,3
PF08546,2025-05-04,33,Female,Lagos,Referral,Android,4.3.0,Active,Yes,5,Yes,Yes,149122,Yes,KYC,4
PF08547,2025-04-24,37,Female,Abuja,TikTok,Android,4.2.0,Active,Yes,3,Yes,Yes,120706,No,None,5
PF08548,2025-05-21,33,Female,Rivers,Organic,Android,4.3.0,First Deposit,No,1,No,No,0,Yes,Card,1
PF08549,2025-01-20,21,Male,Kaduna,Organic,Android,4.1.0,Active,Yes,2,Yes,Yes,42899,No,None,4
PF08550,2025-01-31,43,Male,Abuja,Facebook,Android,4.2.0,Complete KYC,No,9,No,No,0,No,None,4
PF08551,2025-03-16,43,Female,Abuja,TikTok,Android,4.3.0,Active,Yes,2,Yes,Yes,124054,No,None,4
PF08552,2025-01-09,38,Female,Enugu,Facebook,iPhone,4.1.0,Active,Yes,5,Yes,Yes,81911,No,None,5
PF08553,2025-06-23,20,Female,Kaduna,Google,Android,4.1.0,Active,Yes,1,Yes,Yes,70215,Yes,Card,3
PF08554,2025-02-18,42,Male,Abuja,Facebook,iPhone,4.2.1,Add BVN,No,5,No,No,0,No,None,1
PF08555,2025-04-19,26,Male,Lagos,Instagram,Android,4.3.0,Active,Yes,7,Yes,No,0,No,None,5
PF08556,2025-03-28,34,Female,Ogun,TikTok,Android,4.2.0,Verify Phone,No,5,No,No,0,No,None,3
PF08557,2025-04-30,33,Female,Kaduna,Facebook,Android,4.1.0,Active,Yes,4,Yes,Yes,86213,No,None,5
PF08558,2025-05-17,26,Female,Rivers,Referral,Android,4.1.0,Active,Yes,2,Yes,Yes,28877,Yes,Login,5
PF08559,2025-06-16,24,Male,Oyo,TikTok,Android,4.3.0,Active,Yes,1,Yes,Yes,95133,No,None,3
PF08560,2025-05-10,45,Female,Kaduna,Facebook,iPhone,4.2.0,Add BVN,No,7,No,No,0,No,None,3
PF08561,2025-02-16,39,Female,Ogun,Referral,iPhone,4.2.1,Active,Yes,4,Yes,No,0,No,None,5
PF08562,2025-04-24,37,Male,Kaduna,Facebook,Android,4.1.0,Active,Yes,1,Yes,Yes,37245,No,None,4
PF08563,2025-01-01,27,Female,Ogun,Instagram,Android,4.2.0,Active,Yes,4,Yes,No,0,No,None,3
PF08564,2025-05-30,53,Male,Kaduna,Google,Android,4.3.0,Add BVN,No,3,No,No,0,No,None,4
PF08565,2025-04-18,54,Female,Oyo,TikTok,Android,4.3.0,Active,Yes,2,Yes,Yes,123585,No,None,3
PF08566,2025-04-09,55,Female,Lagos,Facebook,Android,4.2.0,Active,Yes,5,Yes,No,0,Yes,Card,5
PF08567,2025-03-31,19,Female,Enugu,Google,iPhone,4.2.0,Verify Phone,No,1,No,No,0,No,None,2
PF08568,2025-05-29,50,Female,Ogun,Instagram,iPhone,4.2.1,Active,Yes,2,Yes,Yes,36251,No,None,5
PF08569,2025-03-10,22,Male,Kaduna,Organic,iPhone,4.1.0,Active,Yes,1,Yes,Yes,45217,No,None,5
PF08570,2025-01-09,44,Male,Enugu,TikTok,Android,4.2.0,Active,Yes,6,Yes,Yes,29293,Yes,Transfer,3
PF08571,2025-04-15,40,Male,Abuja,Google,iPhone,4.2.0,Active,Yes,5,Yes,Yes,37109,No,None,3
PF08572,2025-05-25,20,Male,Kaduna,Google,iPhone,4.2.1,Active,Yes,5,Yes,Yes,75780,No,None,4
PF08573,2025-03-27,45,Male,Oyo,Google,iPhone,4.2.1,Verify Email,No,4,No,No,0,No,None,1
PF08574,2025-01-14,47,Male,Lagos,Google,Android,4.2.0,Active,Yes,2,Yes,Yes,26257,No,None,3
PF08575,2025-01-21,21,Female,Kaduna,Facebook,Android,4.2.0,Active,Yes,1,Yes,Yes,137352,No,None,3
PF08576,2025-04-28,50,Female,Oyo,Facebook,iPhone,4.2.0,Active,Yes,2,Yes,Yes,51082,No,None,3
PF08577,2025-04-17,26,Female,Ogun,Google,Android,4.3.0,Active,Yes,5,Yes,Yes,41202,No,None,4
PF08578,2025-04-10,26,Male,Abuja,TikTok,Android,4.2.0,Complete KYC,No,1,No,No,0,Yes,Transfer,4
PF08579,2025-05-25,43,Male,Ogun,Referral,iPhone,4.2.0,Add BVN,No,10,No,No,0,No,None,4
PF08580,2025-01-25,23,Male,Kano,Google,Android,4.3.0,Active,Yes,2,Yes,Yes,92610,No,None,4
PF08581,2025-03-29,32,Female,Rivers,Instagram,Android,4.2.0,Verify Email,No,5,No,No,0,No,None,4
PF08582,2025-06-25,24,Female,Abuja,TikTok,iPhone,4.2.1,Link Bank,No,3,No,No,0,Yes,BVN,3
PF08583,2025-04-01,47,Female,Kaduna,TikTok,Android,4.3.0,Active,Yes,2,Yes,Yes,101947,No,None,3
PF08584,2025-05-20,41,Female,Oyo,Google,Android,4.2.0,Active,Yes,2,Yes,Yes,113098,No,None,4
PF08585,2025-03-28,25,Male,Enugu,Instagram,Android,4.3.0,Complete KYC,No,5,No,No,0,No,None,3
PF08586,2025-01-30,33,Male,Rivers,Facebook,Android,4.1.0,Active,Yes,2,Yes,No,0,No,None,3
PF08587,2025-06-14,53,Male,Rivers,Google,Android,4.1.0,Active,Yes,7,Yes,Yes,17678,No,None,3
PF08588,2025-01-09,38,Female,Lagos,TikTok,Android,4.2.0,Active,Yes,6,No,No,0,Yes,BVN,4
PF08589,2025-03-30,37,Female,Enugu,Google,Android,4.2.0,Active,Yes,1,Yes,Yes,39440,Yes,BVN,5
PF08590,2025-02-18,33,Female,Kano,Referral,Android,4.2.0,Complete KYC,No,1,No,No,0,Yes,KYC,1
PF08591,2025-03-02,27,Female,Kaduna,Instagram,iPhone,4.2.1,Verify Email,No,5,No,No,0,No,None,3
PF08592,2025-05-01,48,Male,Oyo,Organic,Android,4.2.0,Active,Yes,4,Yes,Yes,143145,No,None,4
PF08593,2025-02-04,36,Female,Ogun,Organic,Android,4.1.0,Active,Yes,2,Yes,Yes,85896,No,None,4
PF08594,2025-05-29,40,Male,Lagos,TikTok,iPhone,4.3.0,Active,Yes,4,Yes,Yes,116857,No,None,4
PF08595,2025-01-23,44,Male,Kaduna,Organic,Android,4.3.0,Active,Yes,3,Yes,Yes,2406,No,None,5
PF08596,2025-03-20,21,Female,Rivers,Organic,Android,4.1.0,Active,Yes,3,Yes,Yes,46453,No,None,4
PF08597,2025-06-01,21,Male,Enugu,Google,Android,4.2.0,Active,Yes,7,Yes,Yes,60251,Yes,KYC,5
PF08598,2025-06-30,34,Male,Oyo,Instagram,Android,4.3.0,Active,Yes,4,Yes,Yes,108988,Yes,Login,3
PF08599,2025-06-09,47,Female,Lagos,Organic,Android,4.1.0,Active,Yes,4,Yes,Yes,54729,No,None,4
PF08600,2025-03-28,44,Male,Abuja,Organic,Android,4.3.0,Active,Yes,2,Yes,Yes,137566,No,None,3
PF08601,2025-05-04,42,Female,Rivers,Google,Android,4.2.0,Active,Yes,3,Yes,Yes,146605,No,None,4
PF08602,2025-01-18,22,Male,Lagos,TikTok,Android,4.1.0,Active,Yes,4,Yes,Yes,61383,No,None,3
PF08603,2025-03-27,48,Female,Kano,TikTok,Android,4.3.0,Active,Yes,7,Yes,Yes,76113,No,None,3
PF08604,2025-06-09,32,Female,Kano,Facebook,Android,4.2.0,Active,Yes,4,No,No,0,No,None,4
PF08605,2025-03-23,36,Male,Abuja,Google,Android,4.3.0,Active,Yes,1,Yes,Yes,6749,No,None,4
PF08606,2025-06-04,36,Male,Abuja,Facebook,Android,4.2.0,Active,Yes,5,Yes,Yes,36399,Yes,BVN,3
PF08607,2025-06-10,18,Male,Enugu,Referral,Android,4.1.0,Active,Yes,1,Yes,Yes,4711,No,None,3
PF08608,2025-03-20,37,Male,Kaduna,Referral,Android,4.2.0,Active,Yes,6,Yes,Yes,60300,No,None,3
PF08609,2025-04-05,30,Female,Abuja,Google,Android,4.3.0,Verify Phone,No,4,No,No,0,No,None,3
PF08610,2025-01-30,21,Female,Kano,Instagram,Android,4.3.0,Verify Phone,No,7,No,No,0,No,None,2
PF08611,2025-04-14,25,Male,Ogun,Instagram,Android,4.1.0,Verify Email,No,2,No,No,0,No,None,3
PF08612,2025-01-31,25,Female,Oyo,Instagram,Android,4.2.0,Verify Email,No,8,No,No,0,No,None,3
PF08613,2025-01-30,43,Male,Oyo,Google,Android,4.3.0,Add BVN,No,10,No,No,0,No,None,3
PF08614,2025-04-22,26,Female,Enugu,Facebook,Android,4.1.0,Active,Yes,3,No,No,0,Yes,Login,4
PF08615,2025-01-05,54,Female,Kaduna,TikTok,Android,4.1.0,Active,Yes,7,Yes,Yes,4779,Yes,Transfer,3
PF08616,2025-06-05,29,Male,Lagos,TikTok,Android,4.2.0,Verify Phone,No,9,No,No,0,Yes,BVN,4
PF08617,2025-06-18,20,Female,Rivers,Referral,iPhone,4.3.0,Active,Yes,1,Yes,Yes,85781,No,None,4
PF08618,2025-05-07,33,Female,Lagos,Google,Android,4.3.0,Link Bank,No,9,No,No,0,No,None,4
PF08619,2025-03-12,32,Male,Kano,Google,iPhone,4.2.1,Verify Email,No,2,No,No,0,Yes,Card,1
PF08620,2025-01-10,43,Female,Kaduna,Organic,Android,4.1.0,Add BVN,No,8,No,No,0,No,None,3
PF08621,2025-04-27,30,Male,Kano,Referral,iPhone,4.3.0,Verify Phone,No,5,No,No,0,No,None,4
PF08622,2025-01-27,45,Female,Rivers,Organic,iPhone,4.2.1,Complete KYC,No,9,No,No,0,Yes,BVN,1
PF08623,2025-01-09,39,Female,Oyo,Instagram,Android,4.3.0,Active,Yes,3,Yes,No,0,Yes,Login,3
PF08624,2025-05-11,38,Male,Abuja,Organic,Android,4.2.0,Active,Yes,6,Yes,No,0,No,None,4
PF08625,2025-06-08,43,Male,Kaduna,TikTok,Android,4.1.0,Active,Yes,3,Yes,Yes,48506,No,None,3
PF08626,2025-01-04,53,Female,Ogun,Instagram,Android,4.3.0,Verify Phone,No,10,No,No,0,No,None,3
PF08627,2025-02-25,45,Male,Ogun,TikTok,Android,4.1.0,Active,Yes,4,Yes,Yes,24163,No,None,3
PF08628,2025-02-06,29,Female,Kano,Referral,Android,4.2.0,First Deposit,No,2,No,No,0,Yes,KYC,3
PF08629,2025-06-20,44,Male,Lagos,Referral,Android,4.3.0,Active,Yes,7,Yes,Yes,111919,No,None,5
PF08630,2025-03-13,43,Female,Abuja,Organic,Android,4.2.0,Active,Yes,1,Yes,Yes,101026,No,None,3
PF08631,2025-03-28,46,Female,Oyo,Referral,Android,4.3.0,Active,Yes,3,Yes,Yes,39938,No,None,5
PF08632,2025-02-10,45,Male,Rivers,Google,Android,4.1.0,Active,Yes,1,Yes,No,0,Yes,Transfer,3
PF08633,2025-03-31,45,Male,Rivers,Instagram,Android,4.1.0,Link Bank,No,5,No,No,0,No,None,4
PF08634,2025-05-06,42,Female,Rivers,Referral,Android,4.2.0,Active,Yes,6,Yes,Yes,116653,No,None,4
PF08635,2025-03-26,49,Female,Kaduna,Organic,Android,4.2.0,Active,Yes,4,Yes,No,0,No,None,4
PF08636,2025-05-24,40,Male,Kano,Organic,Android,4.1.0,Active,Yes,5,Yes,Yes,4656,Yes,Transfer,5
PF08637,2025-04-03,20,Male,Lagos,Referral,Android,4.1.0,Active,Yes,3,Yes,No,0,No,None,4
